Sensor,R2
xmeas_18,0.99554044008255
xmv_9,0.9943118095397949
xmeas_1,0.9860077500343323
xmv_3,0.985995352268219
xmeas_7,0.9803898930549622
xmeas_16,0.976072371006012
xmeas_19,0.9760028123855591
xmeas_13,0.9750586748123169
xmeas_20,0.9620265364646912
xmeas_10,0.9476796984672546
xmv_6,0.9474916458129883
xmeas_38,0.8774412870407104
xmeas_11,0.8379654884338379
xmv_5,0.8258233070373535
xmeas_21,0.8159569501876831
xmeas_2,0.6734633445739746
xmv_1,0.6609665751457214
xmeas_3,0.6450915932655334
xmv_2,0.641377329826355
xmeas_40,0.6143753528594971
xmeas_41,0.6138285398483276
xmeas_23,0.60984206199646
xmeas_39,0.60927414894104
xmeas_27,0.6072472929954529
xmeas_31,0.5989171862602234
xmeas_37,0.5974737405776978
xmeas_30,0.5433272123336792
xmeas_26,0.5392245054244995
xmeas_29,0.5102756023406982
xmeas_33,0.4825453758239746
xmeas_35,0.47468262910842896
xmeas_9,0.3994573950767517
xmeas_25,0.39601588249206543
xmeas_36,0.38110625743865967
xmv_10,0.3742099404335022
xmeas_22,0.34947389364242554
xmeas_4,0.2541276216506958
xmeas_34,0.13578414916992188
xmeas_8,0.13128268718719482
xmeas_24,0.08749186992645264
xmeas_28,0.06326413154602051
xmeas_32,0.046966493129730225
xmv_4,0.03443425893783569
xmeas_6,0.014245271682739258
xmeas_14,-0.02448105812072754
xmv_8,-0.025502562522888184
xmeas_15,-0.02550375461578369
xmeas_5,-0.036217451095581055
xmeas_17,-0.0408705472946167
xmv_11,-0.04141843318939209
xmeas_12,-0.041611552238464355
xmv_7,-0.041667938232421875
