Sensor,R2
xmv_9,0.9973897337913513
xmeas_18,0.9972701072692871
xmv_3,0.9965579509735107
xmeas_1,0.9965242743492126
xmeas_19,0.9879704117774963
xmeas_16,0.9824469685554504
xmeas_7,0.9816510677337646
xmeas_20,0.9780337810516357
xmv_6,0.9768942594528198
xmeas_10,0.9768000245094299
xmeas_13,0.9763940572738647
xmeas_38,0.8957040905952454
xmv_5,0.8623796701431274
xmeas_11,0.8555954694747925
xmeas_21,0.8444936275482178
xmeas_31,0.7965838313102722
xmeas_40,0.7800031304359436
xmeas_41,0.7756905555725098
xmeas_39,0.7732530832290649
xmeas_37,0.7694013714790344
xmeas_29,0.7385823130607605
xmeas_33,0.7276890873908997
xmeas_35,0.7179989814758301
xmeas_25,0.6938319206237793
xmv_1,0.690765380859375
xmeas_2,0.6895437240600586
xmeas_3,0.6584450006484985
xmv_2,0.6566929221153259
xmeas_27,0.6433664560317993
xmeas_23,0.6411970853805542
xmeas_30,0.5735864043235779
xmeas_26,0.5644733905792236
xmeas_36,0.5592932105064392
xmeas_34,0.55747389793396
xmeas_24,0.5375908613204956
xmeas_28,0.5235801339149475
xmeas_32,0.5155996084213257
xmeas_9,0.4546965956687927
xmv_10,0.4486238360404968
xmeas_22,0.3910421133041382
xmeas_4,0.3008486032485962
xmeas_8,0.1569969654083252
xmv_4,0.05960911512374878
xmeas_6,0.04117792844772339
xmeas_17,0.019278526306152344
xmv_11,0.018953561782836914
xmeas_14,0.01055288314819336
xmv_8,0.003380715847015381
xmeas_15,0.0033676624298095703
xmeas_12,0.0018002986907958984
xmv_7,0.0017850399017333984
xmeas_5,-0.0017025470733642578
